zip,year,fire_occurred,avg_tmax_c,avg_tmin_c,tot_prcp_mm,prev_year_fire,prev_year_acres,rolling_3yr_fire_count
91793,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
91801,2018,0,25.158717357910906,13.129991679467485,260.3,0,0.0,0.0
91801,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
91801,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
91802,2018,0,25.158717357910906,13.129991679467485,260.3,0,0.0,0.0
91802,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
91803,2020,0,25.716350574712646,12.86877889012483,236.8,0,0.0,0.0
91803,2021,0,25.105439068100356,12.805476190476192,298.0,0,0.0,0.0
91804,2019,0,23.813006272401434,12.285006400409626,538.0,0,0.0,0.0
91896,2021,0,25.105439068100356,12.805476190476192,298.0,0,0.0,0.0
91901,2018,1,24.915744199770895,13.370836970264111,44.3,0,0.0,0.0
91901,2020,1,23.9536018055831,12.336509181350216,74.69999999999999,0,0.0,1.0
91901,2021,1,22.273569333891913,11.151152771959225,108.8,1,16389.54,2.0
91902,2021,1,21.76951333612624,14.569692082111436,174.1,0,0.0,0.0
91902,2022,0,22.1481012021133,14.720267496994415,196.89999999999998,1,0.4009637,1.0
91903,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
91905,2019,1,31.215543918447146,15.194257785225528,36.9,0,0.0,0.0
91905,2022,1,31.745158031932228,15.340627676534934,35.2,0,0.0,1.0
91905,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,1,29.14392,1.0
91906,2018,1,22.571236559139784,15.425690546013128,194.6,0,0.0,0.0
91906,2021,1,22.13226993436671,15.089340175953078,153.9,0,0.0,1.0
91906,2022,1,22.351753246753248,14.980091543915236,196.89999999999998,1,18.64428,1.0
91909,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
91911,2022,1,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
91912,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
91913,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
91914,2018,1,22.45699413489736,15.72872084904343,174.0,0,0.0,0.0
91914,2019,1,21.217409579667645,14.460267420751292,388.6,1,44.07315,1.0
91914,2020,0,22.905336793968605,14.870842911877395,199.2,1,31.12859,2.0
91914,2021,1,22.13226993436671,15.089340175953078,153.9,0,0.0,2.0
91914,2022,0,22.294632034632038,14.980091543915236,186.6,1,21.31999,2.0
91916,2019,1,23.837732627076583,13.54086504913535,1.5,0,0.0,0.0
91916,2021,1,22.350926267281103,11.105246543778803,105.7,0,0.0,1.0
91916,2022,0,24.17414368430709,13.125128862316153,59.49999999999999,1,110.35728999999999,2.0
91917,2018,1,22.122663734115346,15.096218405250664,194.6,0,0.0,0.0
91917,2019,1,21.432698924731184,13.869842549923195,368.29999999999995,1,10.41985,1.0
91917,2020,0,22.905336793968605,14.870842911877395,199.2,1,96.90955000000001,2.0
91917,2021,1,21.65074500768049,14.051803519061583,199.7,0,0.0,2.0
91917,2022,1,21.886704370897917,14.461323215469488,199.45,1,60.64523,2.0
91917,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,1,5076.626359,2.0
91921,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
91921,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
91921,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
91931,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
91932,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
91934,2019,0,30.861662385013332,14.726632854847537,52.4,0,0.0,0.0
91935,2020,1,22.88248862372333,14.643949843260186,195.7,0,0.0,0.0
91941,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
91942,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
91943,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
91943,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
91946,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
91948,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
91948,2022,1,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
91950,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
91951,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
91951,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
91962,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
91962,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
91963,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
91977,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
91977,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
91978,2021,1,22.13226993436671,15.089340175953078,153.9,0,0.0,0.0
91978,2022,0,22.329479501233536,14.980091543915236,196.89999999999998,1,8.976994,1.0
91979,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
91979,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
91980,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
91987,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92003,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92004,2020,0,30.99481596298625,13.973443213876934,57.0,0,0.0,0.0
92007,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92008,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92009,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92009,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92009,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92010,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92010,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92011,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92013,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92013,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92014,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92019,2019,1,22.869473631719725,12.415245460858921,1.5,0,0.0,0.0
92019,2020,1,24.821817293798585,13.231458676299711,74.69999999999999,1,384.29638,1.0
92019,2021,0,22.676847158218123,11.647158858166923,109.3,1,58.15114,2.0
92019,2022,1,23.845645462759155,12.823352068579316,59.49999999999999,0,0.0,2.0
92019,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,1,38.119436,2.0
92022,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92022,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92022,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92023,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92024,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92024,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92025,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92025,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92026,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92026,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92027,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92027,2021,1,22.525045384722805,11.354476330121493,109.3,0,0.0,0.0
92028,2018,1,24.817318619747986,13.096886184531902,44.3,0,0.0,0.0
92028,2020,1,23.970786990768282,12.036792009633045,74.69999999999999,0,0.0,1.0
92028,2021,1,22.948743471582183,11.677977726574502,33.0,1,46.38861,2.0
92028,2022,1,23.912548727238686,12.566839097082473,38.65,1,3106.3988099999997,2.0
92029,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92030,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92030,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92030,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92033,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92033,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92036,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92036,2021,1,22.35028110599078,10.959493855606759,108.5,0,0.0,0.0
92036,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,1.0
92037,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92037,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92037,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92038,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92038,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92038,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92040,2019,1,23.398641717985676,12.937026665296967,1.5,0,0.0,0.0
92046,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92046,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92049,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92049,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92051,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92052,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92052,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92055,2018,1,25.78523589087549,14.267298358338401,41.8,0,0.0,0.0
92055,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,1.0
92055,2021,1,22.525045384722805,11.354476330121493,109.3,0,0.0,1.0
92057,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92058,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92058,2020,1,24.40900642650496,12.431563169507653,74.19999999999999,0,0.0,0.0
92058,2022,0,24.13165844510703,12.879511398940862,59.24999999999999,0,0.0,1.0
92059,2018,1,25.67115964454118,14.033867273294414,43.0,0,0.0,0.0
92060,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92060,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92061,2019,1,23.23862083231298,12.40329638163509,1.5,0,0.0,0.0
92064,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92064,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92065,2018,1,24.319576684264113,12.616307764064716,44.3,0,0.0,0.0
92065,2019,1,23.445171532257426,13.35752194063095,1.5,1,353.4956,1.0
92065,2022,1,23.88237410826077,12.662850219780836,59.49999999999999,0,0.0,1.0
92065,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,1,225.97372000000001,1.0
92066,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92067,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92068,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92068,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92069,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92069,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92070,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92070,2019,1,23.358307339720263,12.8343446729598,1.5,0,0.0,0.0
92070,2021,1,22.30084206116464,11.0971938276777,107.3,0,0.0,1.0
92071,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92072,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92072,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92072,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92074,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92075,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92079,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92081,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92081,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92082,2019,1,23.445171532257426,13.35752194063095,1.5,0,0.0,0.0
92082,2021,1,22.525045384722805,11.354476330121493,109.3,0,0.0,1.0
92083,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92084,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92086,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92086,2019,1,22.7277639289532,13.022335245445491,1.5,0,0.0,0.0
92086,2022,1,23.619159335245396,12.865863960471223,59.49999999999999,0,0.0,1.0
92088,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92091,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92091,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92092,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92093,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92093,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92093,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92096,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92101,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92101,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92101,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92101,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92102,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92103,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92104,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92104,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92105,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92108,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92108,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92109,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92109,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92112,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92113,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92113,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92114,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92114,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92114,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92116,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92117,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92117,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92119,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92120,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92120,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92120,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92121,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92122,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92122,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92123,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92123,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92124,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92124,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92126,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92127,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92128,2018,0,25.430821072012208,13.972711667186546,44.3,0,0.0,0.0
92128,2019,0,23.854310463709094,13.32745962837407,1.5,0,0.0,0.0
92131,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92132,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92132,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92134,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92134,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92135,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92136,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92137,2020,0,24.510554741537593,12.709392675496957,74.69999999999999,0,0.0,0.0
92137,2021,0,22.676847158218123,11.647158858166923,109.3,0,0.0,0.0
92139,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92142,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92143,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92143,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92145,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92147,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92147,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92149,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92149,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92152,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92153,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92154,2018,1,22.37243010752688,15.522268817204301,185.5,0,0.0,0.0
92154,2019,1,21.432698924731184,13.869842549923195,368.29999999999995,1,40.6424,1.0
92154,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,2.0
92154,2022,1,22.161623719918076,14.724756133358053,199.45,0,0.0,1.0
92155,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92158,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92158,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92159,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92159,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92159,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92161,2022,0,24.182432602623344,13.018426151935515,59.49999999999999,0,0.0,0.0
92163,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92163,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92163,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92166,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92166,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92167,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92167,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92168,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92169,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92169,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92170,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92171,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92172,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92172,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92173,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92174,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92174,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92174,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92175,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92176,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92176,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92177,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92177,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92177,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92178,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92178,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92178,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92178,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92178,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92178,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92179,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92179,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92179,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92182,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92182,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92186,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92186,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92187,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92187,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92190,2019,0,21.59445340501792,14.429707501280083,388.6,0,0.0,0.0
92190,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92190,2022,0,22.238753200204812,14.724756133358053,199.45,0,0.0,0.0
92193,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92193,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92195,2021,0,21.95081733230927,14.57866935483871,199.7,0,0.0,0.0
92196,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92197,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92198,2018,0,22.526689068100357,15.586049667178699,194.6,0,0.0,0.0
92198,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92199,2020,0,22.905336793968605,14.870842911877395,199.2,0,0.0,0.0
92201,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92202,2021,0,28.55080517153098,14.639786226318485,69.8,0,0.0,0.0
92202,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92202,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92203,2020,0,28.61662848189452,13.793583193629727,0.0,0,0.0,0.0
92210,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92211,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92220,2020,1,26.16761890315839,7.683831192907945,244.9,0,0.0,0.0
92220,2021,1,24.84479877112135,8.403502304147466,159.4,1,33235.8,1.0
92222,2019,0,30.861662385013332,14.726632854847537,52.4,0,0.0,0.0
92225,2018,0,31.878506073277578,19.447348530995637,12.0,0,0.0,0.0
92225,2021,0,31.374854710701484,18.494230030721965,0.0,0,0.0,0.0
92225,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92226,2019,0,30.861662385013332,14.726632854847537,52.4,0,0.0,0.0
92226,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92227,2019,1,31.286916150219824,15.079787161299953,49.8,0,0.0,0.0
92230,2019,0,24.793554037113548,8.254092090859332,325.3,0,0.0,0.0
92231,2021,1,33.566392961876836,16.24652981427175,15.8,0,0.0,0.0
92232,2021,0,32.854014976958524,15.486997567844341,15.8,0,0.0,0.0
92233,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92235,2020,0,28.61662848189452,13.793583193629727,0.0,0,0.0,0.0
92239,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92240,2019,0,27.37887655399984,13.424353977073203,0.0,0,0.0,0.0
92240,2020,0,28.61662848189452,13.793583193629727,0.0,0,0.0,0.0
92241,2018,0,28.258004409837042,14.777517871199498,0.0,0,0.0,0.0
92241,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92242,2019,0,29.88558532849551,17.6897889189046,6.0,0,0.0,0.0
92242,2020,0,31.416389551000226,17.661576641594717,1.6,0,0.0,0.0
92243,2018,0,32.27477214541731,15.70648937532002,33.5,0,0.0,0.0
92243,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92244,2019,0,30.861662385013332,14.726632854847537,52.4,0,0.0,0.0
92247,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
92248,2021,0,28.55080517153098,14.639786226318485,69.8,0,0.0,0.0
92249,2019,0,30.861662385013332,14.726632854847537,52.4,0,0.0,0.0
92250,2018,0,32.27477214541731,15.70648937532002,33.5,0,0.0,0.0
92250,2019,0,30.861662385013332,14.726632854847537,52.4,0,0.0,0.0
92250,2021,1,31.799484639016896,14.784063748079877,15.8,0,0.0,0.0
92250,2022,0,31.397150301001574,14.755348301463707,42.95,1,257.04788,1.0
92251,2019,0,30.861662385013332,14.726632854847537,52.4,0,0.0,0.0
92251,2022,0,31.63479405420178,15.106815211345939,42.95,0,0.0,0.0
92252,2020,0,28.61662848189452,13.793583193629727,0.0,0,0.0,0.0
92252,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92253,2018,0,28.258004409837042,14.777517871199498,0.0,0,0.0,0.0
92253,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92254,2019,1,27.987220170345868,13.941523986719153,0.0,0,0.0,0.0
92255,2019,0,27.37887655399984,13.424353977073203,0.0,0,0.0,0.0
92256,2020,0,28.61662848189452,13.793583193629727,0.0,0,0.0,0.0
92256,2021,0,28.55080517153098,14.639786226318485,69.8,0,0.0,0.0
92257,2021,1,33.12074361122748,15.8621791649211,15.8,0,0.0,0.0
92257,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,1.0
92258,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92259,2020,1,28.444769953732813,11.730554017346165,57.0,0,0.0,0.0
92259,2021,0,32.854014976958524,15.486997567844341,15.8,1,115.53659999999999,1.0
92259,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,1.0
92260,2019,0,27.37887655399984,13.424353977073203,0.0,0,0.0,0.0
92260,2021,0,28.55080517153098,14.639786226318485,69.8,0,0.0,0.0
92260,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92261,2018,0,28.258004409837042,14.777517871199498,0.0,0,0.0,0.0
92261,2019,0,27.37887655399984,13.424353977073203,0.0,0,0.0,0.0
92261,2021,0,28.55080517153098,14.639786226318485,69.8,0,0.0,0.0
92261,2022,0,28.404404790684012,14.216684709974107,0.0,0,0.0,0.0
92262,2019,1,26.11097383603501,12.372022520443494,0.0,0,0.0,0.0
